大陆频道,#genre# 
江苏 Ⅰ 靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏 Ⅰ 吴江综合台,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
江苏 Ⅰ 睢宁综合台,http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8
江苏 Ⅰ 睢宁生活台,http://tv.jrsncn.com:9001/hls/live/live2/stream.m3u8
江苏 Ⅰ 东海文娱台,http://jsdh.chinashadt.com:2035/live/3.stream/playlist.m3u8
江苏 Ⅰ 东海国学台,http://jsdh.chinashadt.com:2035/live/2.stream/playlist.m3u8
江苏 Ⅰ 张家港综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
江苏 Ⅰ 张家港民生,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8
江苏 Ⅰ 连云港综合,http://live.lyg1.com/zhpd/sd/live.m3u8
江苏 Ⅰ 连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
安徽 Ⅰ 安徽影视台,http://zbbf2.ahtv.cn/live/756.m3u8
安徽 Ⅰ 安徽综艺台,http://zbbf2.ahtv.cn/live/758.m3u8
安徽 Ⅰ 安徽公共台,http://zbbf2.ahtv.cn/live/752.m3u8
安徽 Ⅰ 安徽生活台,http://zbbf2.ahtv.cn/live/750.m3u8
安徽 Ⅰ 安徽科教台,http://zbbf2.ahtv.cn/live/754.m3u8
安徽 Ⅰ 六安综合台,http://live.china-latv.com/channel1/sd/live.m3u8
安徽 Ⅰ 六安公共台,http://live.china-latv.com/channel2/sd/live.m3u8
安徽 Ⅰ 淮北综合台,http://live.0561rtv.cn/xwzh/hd/live.m3u8
安徽 Ⅰ 淮北公共台,http://live.0561rtv.cn/ggpd/hd/live.m3u8
安徽 Ⅰ 郎溪综合台,http://117.70.93.210:1935/live/xinwen/playlist.m3u8
安徽 Ⅰ 郎溪影视台,http://117.70.93.210:1935/live/yingshi/playlist.m3u8
安徽 Ⅰ 铜陵综合台,http://dstpush1.retalltech.com/app/stream1.m3u8
安徽 Ⅰ 铜陵公共台,http://dstpush1.retalltech.com/app/stream2.m3u8
安徽 Ⅰ 东至综合台,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
安徽 Ⅰ 东至影视台,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
浙江 Ⅰ 柯桥综合台,http://live.scbtv.cn/hls/news/index.m3u8
浙江 Ⅰ 柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
浙江 Ⅰ 浙江影视台,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江 Ⅰ 浙江少儿台,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江 Ⅰ 浙江教育台,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江 Ⅰ 浙江钱江台,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江 Ⅰ 浙江休闲台,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江 Ⅰ 浙江经济台,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江 Ⅰ 浙江新闻台,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江 Ⅰ 留学世界台,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江 Ⅰ 舟山综合台,http://live.wifizs.cn/xwzh/sd/live.m3u8
浙江 Ⅰ 舟山生活台,http://live.wifizs.cn/ggsh/sd/live.m3u8
浙江 Ⅰ 绍兴综合台,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
浙江 Ⅰ 绍兴影视台,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
浙江 Ⅰ 绍兴公共台,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
浙江 Ⅰ 金华综合台,http://stream2.jinhua.com.cn/xwzh/app/live.m3u8
浙江 Ⅰ 金华都市台,http://stream.jinhua.com.cn/dsnc/app/live.m3u8
北京 Ⅰ 新华中文台,http://livecdn1.news.cn/cnccn/manifest.m3u8
重庆 Ⅰ 重庆新闻台,http://onsitecdn.cbgcloud.com/4zjt2a/zb7nip.m3u8
重庆 Ⅰ 重庆公共台,http://219.153.252.50/PLTV/88888888/224/3221225647/chunklist.m3u8
重庆 Ⅰ 重庆娱乐台,http://219.153.252.50/PLTV/88888888/224/3221225641/chunklist.m3u8
重庆 Ⅰ 重庆时尚台,http://219.153.252.50/PLTV/88888888/224/3221225636/chunklist.m3u8
重庆 Ⅰ 重庆生活台,http://219.153.252.50/PLTV/88888888/224/3221225648/chunklist.m3u8
重庆 Ⅰ 重庆少儿台,http://219.153.252.50/PLTV/88888888/224/3221225646/chunklist.m3u8
重庆 Ⅰ 万州综合台,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
重庆 Ⅰ 万州影视台,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
重庆 Ⅰ 万盛综合台,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8
云南 Ⅰ 云南娱乐台,http://edge1.yntv.cn/channels/yntv/ynyl/m3u8:sd
云南 Ⅰ 楚雄公共台,http://hwzbout.yunshicloud.com/gbqei5/12661u.m3u8
云南 Ⅰ 红河综合台,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南 Ⅰ 丽江综合台,http://hwzbout.yunshicloud.com/mj1170/h6f7wv.m3u8
云南 Ⅰ 丽江公共台,http://hwzbout.yunshicloud.com/mj1170/06qk26.m3u8
云南 Ⅰ 西双版纳一,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南 Ⅰ 西双版纳二,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
云南 Ⅰ 迪庆综合台,http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8
云南 Ⅰ 普洱综合台,http://hwzbout.yunshicloud.com/701aec/orx377.m3u8
云南 Ⅰ 马关电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
云南 Ⅰ 麻栗坡电视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
四川 Ⅰ 四川影视台,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=003&Provider_id=&Pcontent_id=index.m3u8
四川 Ⅰ 峨眉电影台,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
四川 Ⅰ 遂宁综合台,http://snlive.scsntv.com:8091/live/xwzh.m3u8
四川 Ⅰ 遂宁公共台,http://snlive.scsntv.com:8091/live/gggy.m3u8
四川 Ⅰ 巴中公共台,https://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
四川 Ⅰ 西昌综合台,http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
四川 Ⅰ 攀枝花综合,http://zb.pzhgd.com:9091/live/xwzh.m3u8
四川 Ⅰ 泸州公共台,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8
四川 Ⅰ 泸州科技台,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
福建 Ⅰ 长乐电视台,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
福建 Ⅰ 福州影视台,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福建 Ⅰ 厦门第一台,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
陕西 Ⅰ 西安新闻台,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
陕西 Ⅰ 西安白鸽台,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
陕西 Ⅰ 西安影视台,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
陕西 Ⅰ 西安丝路台,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
陕西 Ⅰ 安康综合台,http://pili-live-hls.hsyapp.sobeylingyun.com/xjhsyapp2019/sxakzhpd.m3u8
陕西 Ⅰ 安康公共台,http://pili-live-hls.hsyapp.sobeylingyun.com/xjhsyapp2019/sxakggpd.m3u8
山西 Ⅰ 朔州新闻台,http://stream.sxsztv.com/live4/sd/live.m3u8
山东 Ⅰ 德州综合台,http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
山东 Ⅰ 德州公共台,http://video.dztv.tv:1935/live/dzgg_gq/playlist.m3u8
山东 Ⅰ 威海综合台,http://l2.weihai.tv:8081/hls/czv7gqQ091.m3u8
海南 Ⅰ 三亚电视台,http://hnsy.chinashadt.com:1935/live/syzb.stream/playlist.m3u8
中数频道,#genre# 
古装剧场,http://120.221.5.111:8089/PLTV/88888888/224/3221226057/index.m3u8
DOXTV高清,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel22023/index.m3u8
Y+影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/index.m3u8?fmt=ts2hls
长影频道,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel22007/index.m3u8
光影频道,http://120.221.5.113:8089/PLTV/88888888/224/3221225854/index.m3u8
精彩影视,http://106.54.30.243/gz009/gz.php?id=jcyshd#http://125.210.152.21:9120/live/JCYS.m3u8
CHC华城影视,http://live1.nty.tv189.com/tm-cridyty-800k.m3u8?sign=447e08a3c96ee3dc63749e073ac1db18&qualityCode=&qualityid=2048&version=1&guid=5ab91344-691d-398c-f7d4-fa3a2a57ecdc&app=115020310221&cookie=b78f0aedd5c2895b44d5db43b4c8a512&session=b78f0aedd5c2895b44d5db43b4c8a512&uid=104410783305917200221&uname=158839825%40imsi&time=20210221175853&videotype=1&cid=C8000000000000000001515994842250&cname=&cateid=&dev=000001&ep=1&os=30&ps=0099&clienttype=M5+Note&appver=5.5.3.15&res=1080%2A1920&channelid=01181620&pid=1000000432&orderid=&nid=&cp=00000335&sp=00000014&ip=210.0.159.154&ipSign=7311c659a6a5fa0bdae24c7a53
CHC高清,http://ott.cqccn.com/PLTV/88888888/224/3221227472/index.m3u8
CHC家庭,http://ott.cqccn.com/PLTV/88888888/224/3221227490/index.m3u8
CHC动作,http://ott.cqccn.com/PLTV/88888888/224/3221227493/index.m3u8
求索动物,http://117.148.187.83/PLTV/88888888/224/3221226695/index.m3u8
求索纪录,http://112.17.40.154/PLTV/88888888/224/3221226610/index.m3u8
求索科学,http://112.17.40.200/PLTV/88888888/224/3221226608/index.m3u8
求索生活,http://112.17.40.36/PLTV/88888888/224/3221226606/index.m3u8
黑莓动画,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
黑莓电竞,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8
黑莓电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225927/1.m3u8
CBN每日影院,http://106.54.30.243/gz009/gz.php?id=cbnmryy
CBN幸福剧场,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=cbnxfjc#http://106.54.30.243/gz009/gz.php?id=cbnxfjc
CBN风尚生活,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=cbnfssh#http://106.54.30.243/gz009/gz.php?id=cbnfssh
CBN幸福娱乐,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=cbnxfyl#http://106.54.30.243/gz009/gz.php?id=cbnxfyl
Newtv超级电视剧,http://39.134.65.162/PLTV/88888888/224/3221225637/index.m3u8
Newtv超级电影,http://39.134.65.162/PLTV/88888888/224/3221225644/index.m3u8
Newtv动作电影,http://39.134.65.162/PLTV/88888888/224/3221225555/index.m3u8
Newtv惊悚悬疑,http://39.134.65.162/PLTV/88888888/224/3221225553/index.m3u8
Newtv古装剧场,http://39.134.65.162/PLTV/88888888/224/3221225524/index.m3u8
Newtv家庭剧场,http://39.134.65.162/PLTV/88888888/224/3221225538/index.m3u8
Newtv精品大剧,http://39.134.65.162/PLTV/88888888/224/3221225536/index.m3u8
Newtv爱情喜剧,http://39.134.65.162/PLTV/88888888/224/3221225533/index.m3u8
Newtv东北热剧,http://39.134.65.162/PLTV/88888888/224/3221225679/index.m3u8
海看大片,http://120.221.5.113:8089/PLTV/88888888/224/3221225632/index.m3u8
海看剧场,http://120.221.5.113:8089/PLTV/88888888/224/3221226053/index.m3u8
海看热播,http://120.221.5.108:8089/PLTV/88888888/224/3221225878/index.m3u8
海看爱宠,http://120.221.5.113:8089/PLTV/88888888/224/3221226071/index.m3u8
海看电竞,http://120.221.5.165:8089/PLTV/88888888/224/3221225629/index.m3u8
海看少儿,http://120.221.5.101:8089/PLTV/88888888/224/3221225943/index.m3u8
海看教育,http://120.221.5.113:8089/PLTV/88888888/224/3221225852/index.m3u8
海看健康,http://120.221.5.113:8089/PLTV/88888888/224/3221226039/index.m3u8
海看演艺,http://120.221.5.113:8089/PLTV/88888888/224/3221226027/index.m3u8
爱军武,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/01.m3u8
爱解密,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/01.m3u8
爱历史,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/01.m3u8
爱美食,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/01.m3u8
爱探索,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱科学,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱娱乐,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱旅行,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱猎奇,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱时尚,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/01.m3u8
爱世界,http://117.148.187.83/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/01.m3u8
DOX映画,http://39.135.19.169:18890/PLTV/88888888/224/3221226039//index.m3u8?fmt=ts2hls
DOX剧场,http://39.135.19.169:18890/PLTV/88888888/224/3221226013/1/index.m3u8?fmt=ts2hls
DOX新知,http://39.135.19.169:18890/PLTV/88888888/224/3221226014/1/index.m3u8?fmt=ts2hls
DOX新艺,http://39.135.19.169:18890/PLTV/88888888/224/3221226017/1/index.m3u8?fmt=ts2hls
DOX院线,http://39.135.19.169:18890/PLTV/88888888/224/3221226020/1/index.m3u8?fmt=ts2hls
DOX雅趣,http://39.135.19.169:18890/PLTV/88888888/224/3221226042/1/index.m3u8?fmt=ts2hls
DOX怡家,http://39.135.19.169:18890/PLTV/88888888/224/3221226016/1/index.m3u8?fmt=ts2hls
DOX英伦,http://39.135.19.169:18890/PLTV/88888888/224/3221226045/1/index.m3u8?fmt=ts2hls
G+TV华语电影,http://39.135.19.162:18890/PLTV/88888888/224/3221225787/1/index.m3u8?fmt=ts2hls
G+TV海外佳片,http://39.135.19.162:18890/PLTV/88888888/224/3221225786/1/index.m3u8?fmt=ts2hls
G+TV经典剧场,http://39.135.19.162:18890/PLTV/88888888/224/3221225782/1/index.m3u8?fmt=ts2hls
G+TV都市剧场,http://39.135.19.162:18890/PLTV/88888888/224/3221225783/1/index.m3u8?fmt=ts2hls
G+TV谍战剧场,http://39.135.19.162:18890/PLTV/88888888/224/3221225784/1/index.m3u8?fmt=ts2hls
金鹰纪实,http://39.135.19.162:18890/PLTV/88888888/224/3221225671/1/index.m3u8?fmt=ts2hls
芒果TV,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
新视觉,http://140.207.241.2:8080/live/program/live/xsjhd/4000000/mnf.m3u8
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
游戏风云,http://140.207.241.2:8080/live/program/live/yxfyhd/4000000/mnf.m3u8
劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
欢笑剧场,http://140.207.241.2:8080/live/program/live/hxjchd/4000000/mnf.m3u8
极速汽车,http://140.207.241.2:8080/live/program/live/jsqchd/4000000/mnf.m3u8
生活时尚,http://140.207.241.2:8080/live/program/live/shsshd/4000000/mnf.m3u8
全纪实,http://140.207.241.2:8080/live/program/live/qjshd/4000000/mnf.m3u8
都市剧场,http://140.207.241.2:8080/live/program/live/dsjchd/4000000/mnf.m3u8
幸福彩,http://140.207.241.2:8080/live/program/live/xfchd/4000000/mnf.m3u8
上海外语,http://140.207.241.2:8080/live/program/live/wypdhd/4000000/mnf.m3u8
东方影视,http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
峨嵋电影HD,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
峨嵋电影FHD,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-businessmbble/live/scem/index.m3u8
湖南教育,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43021/index.m3u8
湖南经视,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43024/index.m3u8
湖南娱乐,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43027/index.m3u8
湖南都市,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43028/index.m3u8
湖南电影,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43029/index.m3u8
湖南电视,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43030/index.m3u8
湖南公共,http://180.97.123.180/sk.live.otvcloud.com/otv/skcc/live/channel43031/index.m3u8
武术频道,http://120.221.5.102:8089/PLTV/88888888/224/3221225996/index.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
四海钓鱼,http://125.210.152.18:9090/live/SHDY.m3u8
丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
CPT汽車,http://stream.chinactv.com/ctv5/sd/live.m3u8
CIBN频道,#genre# 
CIBN精品影院,https://live.elibei.com/tv/channel/cibn?id=0
CIBN生活,https://live.elibei.com/tv/channel/cibn?id=1
CIBN军事,https://live.elibei.com/tv/channel/cibn?id=2
CIBN怡家,https://live.elibei.com/tv/channel/cibn?id=4
CIBN文旅中国,https://live.elibei.com/tv/channel/cibn?id=5
CIBN今日推荐,https://live.elibei.com/tv/channel/cibn?id=6
CIBN嗨播1,https://live.elibei.com/tv/channel/cibn?id=7
CIBN时尚生活,https://live.elibei.com/tv/channel/cibn?id=8
CIBN留学世界,https://live.elibei.com/tv/channel/cibn?id=9
CIBN经典剧场,https://live.elibei.com/tv/channel/cibn?id=10
CIBN风尚运动,https://live.elibei.com/tv/channel/cibn?id=11
CIBN汽车,https://live.elibei.com/tv/channel/cibn?id=12
CIBN快乐购物,https://live.elibei.com/tv/channel/cibn?id=13
CIBN映画,https://live.elibei.com/tv/channel/cibn?id=14
CIBN嗨播2,https://live.elibei.com/tv/channel/cibn?id=15
CIBN情感影院,https://live.elibei.com/tv/channel/cibn?id=16
CIBN骄阳剧场,https://live.elibei.com/tv/channel/cibn?id=17
CIBN健康,https://live.elibei.com/tv/channel/cibn?id=18
CIBN嗨播3,https://live.elibei.com/tv/channel/cibn?id=19
CIBN全球购,https://live.elibei.com/tv/channel/cibn?id=20
CIBN全电竞,https://live.elibei.com/tv/channel/cibn?id=21
CIBN喜剧影院,https://live.elibei.com/tv/channel/cibn?id=22
CIBN炫佳动漫,https://live.elibei.com/tv/channel/cibn?id=23
CIBN微电影,https://live.elibei.com/tv/channel/cibn?id=24
CIBN嗨播4,https://live.elibei.com/tv/channel/cibn?id=25
CIBN快乐购,https://live.elibei.com/tv/channel/cibn?id=26
CIBN热卖推荐,https://live.elibei.com/tv/channel/cibn?id=28
CIBN院线大片,https://live.elibei.com/tv/channel/cibn?id=29
CIBN品质生活,https://live.elibei.com/tv/channel/cibn?id=30
CIBN古装剧场,https://live.elibei.com/tv/channel/cibn?id=31
CIBN嗨播5,https://live.elibei.com/tv/channel/cibn?id=32
CIBN动漫剧场,https://live.elibei.com/tv/channel/cibn?id=33
CIBN好莱坞,https://live.elibei.com/tv/channel/cibn?id=34
CIBN家居用品,https://live.elibei.com/tv/channel/cibn?id=35
CIBN朵丫乐园,https://live.elibei.com/tv/channel/cibn?id=36
CIBN嗨播6,https://live.elibei.com/tv/channel/cibn?id=37
斗牛财经,https://live.elibei.com/tv/channel/cibn?id=38
CIBN流金岁月,https://live.elibei.com/tv/channel/cibn?id=39
CIBN嗨播7,https://live.elibei.com/tv/channel/cibn?id=40
无信号,https://live.elibei.com/tv/channel/cibn?id=41
CIBN艺术院线,https://live.elibei.com/tv/channel/cibn?id=42
CIBN嗨播8,https://live.elibei.com/tv/channel/cibn?id=43
CIBN嗨播9,https://live.elibei.com/tv/channel/cibn?id=44
CIBN嗨播10,https://live.elibei.com/tv/channel/cibn?id=45
CIBN新知,https://live.elibei.com/tv/channel/cibn?id=46
CIBN电影,https://live.elibei.com/tv/channel/cibn?id=47
中国交通,https://live.elibei.com/tv/channel/cibn?id=48
CIBN纪录片,https://live.elibei.com/tv/channel/cibn?id=49
环球奇观,https://live.elibei.com/tv/channel/cibn?id=50
视野,https://live.elibei.com/tv/channel/cibn?id=51
电影频道,#genre# 
KiD电影一台,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
KiD电影二台,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
KiD动画,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
星光影视台,https://dlhls-cdn-mp.zhanqi.tv/zqlive/299458_Av0vD.m3u8
周星驰影院,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100144102/150/index.m3u8?&encrypt=1
古天乐影院,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r1/virtuallive/5101000744/150/index.m3u8?&encrypt=1
吴京作品集,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r2/virtuallive/5100180867/150/index.m3u8?&encrypt=1
刘德华影院,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5102354855/150/index.m3u8?&encrypt=1
新片放映厅,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd-virtuallive5100030975-75/index.m3u8?&encrypt=1
经典贺岁片,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r2/virtuallive/5100181836/150/index.m3u8?&encrypt=1
每日科幻电影,http://218.98.16.2:8088/live.hcs.cmvideo.cn:8088/wd_r3/virtuallive/5100172731/150/index.m3u8?&encrypt=1
KiD影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
KiD影视①,http://112.50.243.8/PLTV/88888888/224/3221226736/1.m3u8 
KiD影视②,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8 
KiD影视③,http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8 
KiD影视④,http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8 
KiD影视⑤,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8 
KiD影视⑥,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8 
KiD影视⑦,http://112.50.243.8/PLTV/88888888/224/3221226754/1.m3u8 
KiD影视⑧,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8 
CBN影院,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=71&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
亚洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
新白娘子传奇2,http://cn-zjwz-dx-live-01.bilivideo.com/live-bvc/131414/live_20051598_65279225.m3u8
新白娘子传奇3,http://cn-hbyc2-dx-live-05.live-play.acgvideo.com/live-bvc/live_24837586_3713329.m3u8
海爷TV动漫,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/492270/live_189986442_7728008.m3u8
海爷TV国外,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/211012/live_52370715_1734265.m3u8
海爷TV科幻,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/243318/live_261831479_8429255.m3u8
海爷TV恐怖,https://cn-jswx2-cmcc-live-01.bilivideo.com/live-bvc/428049/live_280698572_9101071.m3u8
斗鱼1厅,http://tx2play1.douyucdn.cn:80/live/122402rK7MO9bXSq.flv
斗鱼2厅,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi.flv
香港频道,#genre# 
有线新闻台,http://liveicm5.utvlive.top/live/4cc64fb362004798b222978935590b2c/1980ba5c365e4f049f99aced1277303c-3.m3u8
有线财经资讯台,http://liveicm5.utvlive.top/live/5bcdb730f6be41868ac15afffbb67152/3d27db5ab65942eda36b25374669990d-3.m3u8
有线综合娱乐台,http://liveicm5.utvlive.top/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f-3.m3u8
凤凰卫视中文台,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
凤凰卫视资讯台,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804
凤凰电影,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=fhdy
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
亚旅卫视,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
AXN影视频道,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=axn
卫视国际电影,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=wsgjdy
澳亚卫视,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=ayws
MTV亚洲音乐,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=mtv
V,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=v
卫视体育,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=wsty2
卫视体育2,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=wsty
卫视体育3,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=wsty2
国家地理,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=gjdl
BBC,http://jxiptv.xn--9kqp7k2rd.com/vip/gz.php?id=tv5
